date	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47
1988-01-23	9.602849681	10.27730748	9.384194778	9.548	9.960552042	9.475464637	9.862061351	9.99874332	9.602964455	8.715354675	9.598986817	9.999	7.333403554	9.998628026	9.999	9.999	9.104103251	8.209301086	7.882488825	4.853445415	7.979172413	4.29	8.198468922	8.035574746	8.174230188	7.343695424	7.532295398	4.29	4.29	4.29	7.477854928	5.649348232	7.41640694	6.82	5.471561945	6.724223754	6.934490994	7.581240964	6.82	6.82	7.185746354	6.82833859	7.113126287	6.82	6.811231508	6.71	0
1988-01-24	15.57018821	16.5267233	15.08143887	15.521	16.06372875	15.23273279	15.78194237	16.114287	15.3854456	14.02446209	15.44114065	16.115	12.15765503	16.11396674	16.115	16.115	14.67911705	13.20064866	12.62749617	8.653159771	12.80595724	7.92	13.14821422	12.92453799	13.13260418	11.76011559	12.15616152	7.92	7.92	7.92	11.96888454	9.585114877	11.98439056	11.077	9.31639139	10.80199941	11.22914667	12.23517375	11.077	11.077	11.63345696	10.97355142	11.52297071	11.077	10.9365714	10.78	0
1988-01-25	3.919755091	4.33650015	3.933636456	3.861	4.133061979	3.962388111	4.161892918	4.15805704	4.038233035	3.618613883	4.007245204	4.158	3.40138915	4.158082661	4.158	4.158	3.841109551	3.440525855	3.358025363	2.751817992	3.368819143	2.64	3.477851149	3.391032171	3.44448225	3.147275259	3.183916724	2.64	2.64	2.64	3.206825311	2.821800081	3.142562776	2.904	2.747414722	2.866448102	2.957055543	3.208496386	2.904	2.904	3.050298543	2.913160304	3.021250515	2.904	2.905891617	2.86	0
1988-01-26	18.54990165	19.65046077	17.92974494	18.502	19.1148535	18.1112292	18.73987098	19.17205884	18.2609343	16.615395	18.34223999	19.173	15.00887576	19.17163609	19.173	19.173	17.47437815	15.55713154	14.90036438	11.51205557	15.13066796	10.89	15.54013616	15.09800706	15.44147887	13.89220249	13.98714738	10.89	10.89	10.89	14.1335158	12.10329346	13.66973596	12.298	11.80302514	12.78541311	12.63197689	14.04885422	12.298	12.298	13.13921659	12.91681938	12.97219046	12.298	12.94086696	12.76	0
1988-01-27	0.344991355	0.315090432	0.320771035	0.33	0.189654269	0.201784345	0.323964306	0.176399281	0.282744345	0.147089424	0.200663478	0.176	0.754939328	0.176578627	0.176	0.176	0.247479407	0.182082189	0.238118462	1.427929799	0.201841471	1.65	0.230286474	0.22870799	0.212891785	0.262246362	0.223106738	1.65	1.65	1.65	0.268883196	0.952387437	0.246959802	0.264	0.951804305	0.22094825	0.264426739	0.242250258	0.264	0.264	0.253550108	0.23093001	0.255624963	0.264	0.226748767	0.22	0
1988-01-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1988-01-29	15.90018821	16.8567233	15.41143887	15.851	16.39372875	15.56271287	16.10993047	16.444287	15.69969372	14.29084129	15.75116308	16.445	12.40401788	16.44396674	16.445	16.445	14.96772271	13.44405975	12.84858393	8.783800579	13.03679415	8.03	13.38646927	13.18457417	13.37118529	11.98011559	12.47581922	8.03	8.03	8.03	12.18888454	9.749601221	12.32570967	11.495	9.480098751	11.02199941	11.6082343	12.55529991	11.495	11.495	12.00443244	11.20997158	11.90328304	11.495	11.1565714	11	0
1988-01-30	11.37254407	12.11514665	11.08529908	11.319	11.76157802	11.19024388	11.61573824	11.80262924	11.31345853	10.27671101	11.32309573	11.803	10.24675249	11.8024627	11.803	11.803	10.87383761	9.648434912	9.286501506	9.233988613	9.404574207	9.24	9.662394496	9.401279848	9.586655036	8.655086692	8.82105141	9.24	9.24	9.24	8.810942429	8.772516317	8.650948378	7.931	8.595511666	7.936499555	8.086724612	8.849926593	7.931	7.931	8.372508096	8.047603114	8.284845304	7.931	8.037428549	7.92	0
1988-01-31	8.612849681	9.287307483	8.394194778	8.558	8.970552042	8.485345131	8.874073249	9.00874332	8.62871634	7.788975475	8.628964387	9.009	5.841580698	9.008628026	9.009	9.009	8.123880027	7.351418027	7.03108677	2.78116654	7.121875995	1.98	7.328355462	7.257716678	7.331441106	6.582304156	6.891801018	1.98	1.98	1.98	6.694767426	4.130939609	6.84644466	6.446	3.967172363	6.061947954	6.482506808	6.957118933	6.446	6.446	6.691572567	6.174581996	6.642813364	6.446	6.135034467	6.05	0
1988-02-01	0.216679559	0.465219161	0.400279904	0.154	0.376275279	0.40423389	0.543964306	0.396399281	0.502744345	0.367089424	0.420663478	0.396	0.514935043	0.396578627	0.396	0.396	0.418154563	0.388142175	0.439564896	0.624451857	0.400878662	0.66	0.432697981	0.413163463	0.418943777	0.414492723	0.356362632	0.66	0.66	0.66	0.430650307	0.517960789	0.359120595	0.308	0.498877917	0.331896501	0.330471459	0.373249226	0.308	0.308	0.339349685	0.342737708	0.33312511	0.308	0.343497534	0.33	0
1988-02-02	9.768281074	10.39701183	9.581411538	9.713	10.07518801	9.650920814	9.966313071	10.10874332	9.667959069	8.644639716	9.630710351	10.109	8.090765126	10.10862803	10.109	10.109	9.073729274	8.216017362	7.418241924	6.17508735	7.613343171	5.94	7.821602572	8.254270585	8.303233873	6.785086692	7.216659231	5.94	5.94	5.94	6.940942429	6.180838791	7.296991055	6.347	5.993707361	6.066499555	6.446517862	7.559548107	6.347	6.347	6.929581656	6.201321125	6.813908301	6.347	6.167428549	6.05	0
1988-02-03	4.635205542	5.096795807	4.618054986	4.576	4.898426008	4.666872181	4.925857224	4.92805704	4.76097738	4.198638798	4.707420238	4.928	3.27311615	4.928082661	4.928	4.928	4.386201328	3.985750278	3.6626907	1.601142108	3.733605419	1.21	3.852729751	3.971580449	4.031889756	3.358666527	3.395897803	1.21	1.21	1.21	3.439912812	2.180312685	3.393586593	2.827	2.069317778	2.978723903	2.938583546	3.550178916	2.827	2.827	3.174459006	3.025126979	3.105469973	2.827	3.032088658	2.97	0
1988-02-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1988-02-05	2.26094255	2.608660978	2.344167445	2.2	2.442036004	2.357808042	2.516778956	2.46417112	2.426487613	2.121856976	2.376040238	2.464	1.434411641	2.464247983	2.464	2.464	2.208259882	2.034705955	1.940257589	0.308432154	1.944620906	0	2.018109828	2.015212983	2.06810025	1.776579625	1.693940729	0	0	0	1.82528156	0.822784318	1.667543916	1.331	0.751903056	1.545310202	1.422888181	1.760557401	1.331	1.331	1.537385422	1.563441685	1.496406976	1.331	1.577793096	1.54	0
